,Unnamed: 0,title,author_info,rating,pros,cons,helpful
142,142,Great Company,"Mar 28, 2021 - Anonymous Employee",5.0,* Flexibility * Very good salary * Team spirit,* Many meetings that are maybe unnecessary.,Be the first to find this review helpful
143,143,Solution Engineer,"Apr 5, 2021 - Solution Engineer in Chicago, IL",5.0,"Time off, VTO, WFH, wellness",Promotions can be really political,Be the first to find this review helpful
144,144,"Great Benefits, Terrible Culture for Women","Jan 31, 2020 - Senior Director in San Francisco, CA",2.0,Beautiful and easily accessible offices Great Snacks,Gaslighting when you speak up about wanting to take on more Extremely difficult to try be hired into new roles,31 people found this review helpful
145,145,Competitive sales driven environment,"Jun 18, 2021 - Senior Sales Executive in San Francisco, CA",2.0,There are good people you can find to surround yourself with,Senior leadership only cares about numbers and not people. Lack of women in leadership.,1 person found this review helpful
146,146,"Solid leadership, great culture","Mar 17, 2021 - Senior Director in San Francisco, CA",5.0,Makes big bets. Follows through. Great people,Burnout can be real. Work / life balance can be challenging.,Be the first to find this review helpful
147,147,Great place for an internship,"Mar 17, 2021 - Software Engineer(Internship) in San Francisco, CA",5.0,"Well set up for interns, lots of return offers for full time",None that I came across,Be the first to find this review helpful
148,148,Great company,"Mar 31, 2021 - Software Developer in Boise, ID",5.0,Lots of perks and comoetituve pay,None that I can think of,Be the first to find this review helpful
149,149,Great place to work,"Mar 31, 2021 - Vice President in San Francisco, CA",5.0,growth and customer focus company,decentralized management has its downsides,Be the first to find this review helpful
150,150,Great Place to Work,"Mar 24, 2021 - Business Development",5.0,"Comp, benefits, flexible PTO, strong leadership","Inner circles, political, often difficultto get ahead",Be the first to find this review helpful
151,151,It is what it says,"Mar 24, 2021 - Director in San Francisco, CA",5.0,Stakeholder capitalism at its best. Strong desire to make the world a better place whilst also innovating and growing.,There is a lot to do as the company grows so fast.,Be the first to find this review helpful
152,152,BDR,"Mar 24, 2021 - BDR in Atlanta, GA",5.0,Great company to work for!,Takes a long time to move up the ranks,Be the first to find this review helpful
153,153,.,"Mar 24, 2021 - SMTS Software Engineer in Atlanta, GA",5.0,"great culture, great pay, great management",five words five words five,Be the first to find this review helpful
154,154,Good experience,"Apr 7, 2021 - Account Executive, Service Cloud in Chicago, IL",4.0,"Smart and respectable co-workers, benefits",- Internal competition vs selling as a team - Culture dramatically different for the worse than when I first joined - They bring in external hires at a higher OTE than those doing the same job who have worked their way up,Be the first to find this review helpful
155,155,Great place to work,"Apr 7, 2021 - Account Executive in Indianapolis, IN",4.0,"The company is an institution. Great culture, pay, and colleagues.","Pretty large, so individual efforts can get lost without playing the political game.",Be the first to find this review helpful
156,156,Salesforce,"Apr 7, 2021 - Staff Accountant in San Francisco, CA",4.0,The starting base Salary is good,Hours can be very long,Be the first to find this review helpful
157,157,nice company,"Mar 23, 2021 - Software Development Engineer (SDE)",5.0,Really good work life balance,Tech stack is a little bit old,Be the first to find this review helpful
158,158,I love it!,"Mar 23, 2021 - Business Analyst in Indianapolis, IN",5.0,A company that actually cares about its employees! Great pay Amazing teams and managers Excellent benefits,Big company life but that can be a good thing,Be the first to find this review helpful
159,159,Phenomenal workplace,"Mar 23, 2021 - Solutions Engineer",5.0,Truly a place that cares about their people. Love where this organization is going!,If any it’s that you will have too many resources!,Be the first to find this review helpful
160,160,Highly demanding but well supported,,5.0,"Lots of resources as a seller, and the company really stepped up for employees during the pandemic. Led by their values, which was great to see. Great product suite.","There is really no downtime or slow seasons. The pressure to deliver growth every month, quarter, and year is part of what makes this company so great, but can also be exhausting if not properly managed.",1 person found this review helpful
161,161,"Great place to work, great benefits, talented people, collaborative community",,5.0,"talent is incredible, people are very collaborative and have a motivating spirit","A lot of people, a lot of opinions",Be the first to find this review helpful
162,162,I love my job!,,5.0,Great culture and helpful teammates who support and push you!,Really big company and things are always changing.,Be the first to find this review helpful
163,163,great place to work,,5.0,"generally transparent leaders, lots of wonderful people to work with, innovative company","some politics, can be difficult to advance, often not much work/life balance",Be the first to find this review helpful
164,164,Great company,,5.0,Employee friendly company. Great products.,So many different companies merged,Be the first to find this review helpful
165,165,A great place to work,,5.0,Felxibility. Proper software development process ingrained in teams. Culture is open.,Delegation to line managers but not much authority,Be the first to find this review helpful
166,166,Very good company,,4.0,Employees are treated very well.,"Very large corporation, with all that implies",Be the first to find this review helpful
167,167,Great Place,,5.0,"Very flexible, great culture and a lot of nice perks and benefits",Difficult to change career path,1 person found this review helpful
168,168,Best place to be during the pandemic,,5.0,"Huge focus on work/life balance, flexible working hours, good pay, solid company, lots of room for growth and opportunity",Lots of pressure to perform,30 people found this review helpful
169,169,Great company!,,5.0,Amazing company - I highly recommend!,None - great company and culture!,Be the first to find this review helpful
