,タイトル,タイトルリンク,w-440,article_answer,ml-5,button,button1,button2,article_asideRight,button3,typography-hy,point,w-100,口コミ投稿日,text-center,report,report1
22,ソリューションエンジニア、在籍5～10年、現職（回答時）、中途入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000AyLIU,企業分析［強み・弱み・展望］,"強み：
営業力と製品。カスタマーサクセス。

特に優れた製品に対して、個の力の強い営業が多く、売ることに対して実直でしたたかで狡猾。とはいえ、人をだますようなわけではなく、お客様にとって、どのようにこの製品が優れているかをセールスする力が本当に強い。また、それをサポートするエンジニアのビジネス・テクニカルスキルも支えている。
ただ販売するだけではなく、売った後にも力を入れている。カスタマーサクセスを軸にして、どのようにしてお客様に製品が定着して使われるようになるか、一緒に考え一緒に進めていくための組織力と、後押しするプランが豊富にある。

弱み：
高い。

圧倒的に他社と比較してメリットが出る分、高価な製品である。予算と合わないことも多く、予算に合わせた製品プランとなり、メリットが出ないケースもしばしば。また SaaS のためオンプレとの連携には難しい点がある。

事業展望：
将来を見据えてさまざまな製品やパートナーとのコラボレーションが進められている。必要に応じて M&A しながら企業を拡大し、Salesforce Platform の範囲を広げている。じぎょうをはじめてからずっと20%以上の成長を続けており、この成長力がある間は事業に問題があるとは考えられない。",4.8,GOOD！2,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000AyLIU%26qco%3D9,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000AyLIU%26qco%3D9,2021年11月01日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000AyLIU&qco=9,,,,,,,
23,カスタマーサクセス、在籍3年未満、現職（回答時）、中途入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000AyFAg,働きがい・成長,"働きがい：
会社の目標に社員が一丸となって向かっており、自分もその一端を担っていると感じることができる。
社会を変えるということにも営業を与えているとも思うこともでき、やりがいを感じることができる。

成長・キャリア開発：
今までのキャリアを一旦ゼロにして一から取り組む必要はあります。
ただし、勉強する環境やチャレンジする場は数多く用意されているので、自身がやる気さえあれば成長をし続けることができます。
会社自体も変化し続けているので、これで良いという維持の状態で居続けることはできないと思います。",4.9,GOOD！0,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000AyFAg%26qco%3D4,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000AyFAg%26qco%3D4,2021年10月23日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000AyFAg&qco=4,,,,,,,
24,ソリューションエンジニア、在籍20年以上、退社済み(2020年以降)、新卒入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000AyEBd,働きがい・成長,"働きがい：
日々お客様やチームの人の役に立っていると実感できること。マネージャも自分の働きをよく見てくれているため多少の苦労があっても毎日モチベーションを高く持ちながら楽しく働くことができた。

成長・キャリア開発：
成長を強く実感できた。
打席が多く用意されている組織の中で、特に新卒に対する教育に熱心なマネージャの下で働くことができ高回転で経験を積むことができた。チーム内外にも尊敬できるシニアロールの人が多くキャリアについて気軽に相談しやすい。",4.8,GOOD！0,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000AyEBd%26qco%3D4,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000AyEBd%26qco%3D4,2021年10月22日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000AyEBd&qco=4,,,,,,,
25,営業、在籍5～10年、現職（回答時）、中途入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000Ay6G3,働きがい・成長,"働きがい：
知名度もあがり大きなシステムを任せていただくことも増えた。その分、重要な位置付けのシステムとなり、責任感も強くなった。

成長・キャリア開発：
社員の成長への投資を増やしており、成長のために様々なトレーニング機会を得られる。また、参加する社員自体のレベルも高い人が多く、刺激を受け合いながら成長できる。
部門が増えてきているため、キャリアの幅が広がっている。また希望を出せば受け入れてくれる会社であり、自分のプランに応じた選択ができる。リスクも少ない。",4.3,GOOD！0,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000Ay6G3%26qco%3D4,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000Ay6G3%26qco%3D4,2021年10月12日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000Ay6G3&qco=4,,,,,,,
26,営業、在籍5～10年、現職（回答時）、中途入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x0000098BGu,入社理由と入社後ギャップ,"入社を決めた理由：
フロントエンドのクラウドサービスのトップシェアであること。
毎年M&Aや機能アップデートがあり提案の範囲が拡張していく傾向にあり、営業として経験と知見を広げられること。

「入社理由の妥当性」と「認識しておくべき事」：
日本法人は米国の販売代理店であることを意識した方がいい。
そして分業制を強いてるが故、各部門ごとのKPIを追いがちであり、結局のところ営業が顧客に対してのデリバリーとサポートをするぐらいの気持ちでいたらいい。",3.8,GOOD！0,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x0000098BGu%26qco%3D3,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x0000098BGu%26qco%3D3,2021年09月06日,https://www.vorkers.com/one_answer.php?vid=a0A2x0000098BGu&qco=3,,,,,,,
27,,,,,,,,,,,,,,,,,
28,営業、在籍3年未満、現職（回答時）、中途入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x0000098AWh,入社理由と入社後ギャップ,"入社を決めた理由：
CRMでは世界一のプロダクトを持っている。年齢給はなく、ベース＋インセンティブでインセンティブは青天井という稼げる仕組みがある。自社株を少しだけ安く買える。

「入社理由の妥当性」と「認識しておくべき事」：
妥当だったと思う。
認識しておくべきことは、入社1年目は実績が出ないという過去データから、1年目に割り振られる顧客は他の営業と比べて非常に少ない。そのため、地力があっても成果を上げることは極めて困難。1年目はほぼベース給で考えた方が良く、稼げるようになるのは2年目以降の自分の実力次第。",4.9,GOOD！0,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x0000098AWh%26qco%3D3,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x0000098AWh%26qco%3D3,2021年09月04日,https://www.vorkers.com/one_answer.php?vid=a0A2x0000098AWh&qco=3,,,,,,,
29,インサイドセールス、在籍3年未満、現職（回答時）、中途入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000988sN,働きがい・成長,"働きがい：
求められるレベルが高く、インプット、アウトプットともに高レベルなものを求められる為、人材としての成長は見込めるであろうと思う。
一方で、カスタマーサクセスと言いながらも、数字に対してのコミットは外資らしく求められる。

成長・キャリア開発：
基本的に、全員AEにむけてキャリアを開発していく形になる。
AEには毎月一定数はなっていくものの、AEになった後のキャリアはテリトリーの量、数字の出しづらさから困難を極めており、入れ替わりが激しい印象。",3.3,GOOD！0,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000988sN%26qco%3D4,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000988sN%26qco%3D4,2021年09月02日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000988sN&qco=4,,,,,,,
30,SE、在籍3年未満、現職（回答時）、中途入社、女性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x0000097xF7,組織体制・企業文化,"組織は、担当するお客様企業の従業員数によって分かれています。
10名以下のベンチャー企業を担当するチームから、1000名以上の大企業を担当するチームまで幅広いお客様層があります。
大企業の担当はさらに業種ごとにチームがで分かれています。
フロントの営業(アカウントエグゼクティブ=AE)とプリセールスエンジニア(ソリューションエンジニア=SE)の他に、製品担当のAEやSEもいて、商談の内容に応じてチームを組んで活動します。

企業文化は、お客様の成功だけでなく、従業員の成功も大切にしている印象です。
例えば、大型案件の受注や目標達成、入社のx周年のお祝いなどは、メッセージを送り合ってお祝いしたり感謝を伝える習慣があります。
企業の意思決定スピードは早く、本社はアメリカですが、決定事項は速やかに日本まで届き実行されます。
グローバルの全社会議にオンラインで参加することで、最新情報を直接知ることもできます。",4.0,GOOD！1,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x0000097xF7%26qco%3D1,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x0000097xF7%26qco%3D1,2021年08月19日,https://www.vorkers.com/one_answer.php?vid=a0A2x0000097xF7&qco=1,,,,,,,
31,営業、Account Executive、在籍3～5年、現職（回答時）、中途入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x0000097tFr,入社理由と入社後ギャップ,"入社を決めた理由：
経営層に対して戦略的な部分からコンサルティングを行い、営業としてのスキルアップを図りたかった。

「入社理由の妥当性」と「認識しておくべき事」：
妥当だった。特に中小企業部門では、企業経営に広く、深く関わることができる。
ただし、お客様からの期待値が高いことに加え、営業がSE、CS、PMも兼ねているため、
コミュニケーション能力だけでなく高い理解力、ITスキル、ビジネス教養など求められる領域が幅広い。
仕事量も多いため、常に自分で時間を見つけながら勉強を続ける必要がある。",4.9,GOOD！5,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x0000097tFr%26qco%3D3,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x0000097tFr%26qco%3D3,2021年08月13日,https://www.vorkers.com/one_answer.php?vid=a0A2x0000097tFr&qco=3,,,,,,,
